State,Year,Quarter,Brand,Transaction_count,Percentage
Dadra And Nagar Haveli And Daman And Diu,2020,4,Samsung,50714,0.171046196706161
Dadra And Nagar Haveli And Daman And Diu,2020,4,Oppo,36932,0.124562805867254
Dadra And Nagar Haveli And Daman And Diu,2020,4,Realme,20993,0.07080436974903201
Dadra And Nagar Haveli And Daman And Diu,2020,4,Apple,5335,0.017993679446057002
Dadra And Nagar Haveli And Daman And Diu,2020,4,Motorola,4712,0.015892449400154
Dadra And Nagar Haveli And Daman And Diu,2020,4,Huawei,4635,0.015632746810211002
Dadra And Nagar Haveli And Daman And Diu,2020,4,Lenovo,4516,0.015231388262117002
Dadra And Nagar Haveli And Daman And Diu,2020,4,OnePlus,3173,0.0107017703622
Dadra And Nagar Haveli And Daman And Diu,2020,4,Others,25174,0.084905883106852
Dadra And Nagar Haveli And Daman And Diu,2021,1,Vivo,79699,0.24797757283849203
Dadra And Nagar Haveli And Daman And Diu,2021,1,Xiaomi,73383,0.228325803681439
Dadra And Nagar Haveli And Daman And Diu,2021,1,Samsung,54230,0.16873265379780703
Dadra And Nagar Haveli And Daman And Diu,2021,1,Oppo,40045,0.12459707028089902
Dadra And Nagar Haveli And Daman And Diu,2021,1,Realme,23882,0.074307085340203
Dadra And Nagar Haveli And Daman And Diu,2021,1,Apple,5784,0.017996490311018
Dadra And Nagar Haveli And Daman And Diu,2021,1,Huawei,4871,0.015155758005700001
Dadra And Nagar Haveli And Daman And Diu,2021,1,Motorola,4859,0.015118420888872
Dadra And Nagar Haveli And Daman And Diu,2021,1,Lenovo,4531,0.014097873028911
Dadra And Nagar Haveli And Daman And Diu,2021,1,Tecno,3575,0.011123349388293001
Dadra And Nagar Haveli And Daman And Diu,2021,1,Others,26537,0.082567922438362
Dadra And Nagar Haveli And Daman And Diu,2021,2,Vivo,87001,0.252181197354156
Dadra And Nagar Haveli And Daman And Diu,2021,2,Xiaomi,77605,0.22494594108883
Dadra And Nagar Haveli And Daman And Diu,2021,2,Samsung,57137,0.16561737305576302
Dadra And Nagar Haveli And Daman And Diu,2021,2,Oppo,43131,0.125019565557661
Dadra And Nagar Haveli And Daman And Diu,2021,2,Realme,27996,0.081149237378041
Dadra And Nagar Haveli And Daman And Diu,2021,2,Apple,6273,0.018182924920433
Dadra And Nagar Haveli And Daman And Diu,2021,2,Huawei,4834,0.014011837887035002
Dadra And Nagar Haveli And Daman And Diu,2021,2,Motorola,4803,0.013921981251847002
Dadra And Nagar Haveli And Daman And Diu,2021,2,Tecno,4453,0.012907470854565001
Dadra And Nagar Haveli And Daman And Diu,2021,2,Lenovo,4280,0.012406012858194001
Dadra And Nagar Haveli And Daman And Diu,2021,2,Others,27481,0.079656457793468
Dadra And Nagar Haveli And Daman And Diu,2021,3,Vivo,95723,0.257407078741724
Dadra And Nagar Haveli And Daman And Diu,2021,3,Xiaomi,82367,0.221491688044875
Dadra And Nagar Haveli And Daman And Diu,2021,3,Samsung,59023,0.15871773772837
Dadra And Nagar Haveli And Daman And Diu,2021,3,Oppo,46708,0.12560168229023802
Dadra And Nagar Haveli And Daman And Diu,2021,3,Realme,32929,0.08854880954301701
Dadra And Nagar Haveli And Daman And Diu,2021,3,Apple,6802,0.018291141623237
Dadra And Nagar Haveli And Daman And Diu,2021,3,Tecno,5777,0.015534831690303001
Dadra And Nagar Haveli And Daman And Diu,2021,3,Motorola,4807,0.012926421314746
Dadra And Nagar Haveli And Daman And Diu,2021,3,Huawei,4785,0.012867261491795
Dadra And Nagar Haveli And Daman And Diu,2021,3,Infinix,4734,0.012730118265864001
Dadra And Nagar Haveli And Daman And Diu,2021,3,Others,28219,0.07588322926582601
Dadra And Nagar Haveli And Daman And Diu,2021,4,Vivo,104203,0.26118462113028
Dadra And Nagar Haveli And Daman And Diu,2021,4,Xiaomi,85964,0.215468602351596
Dadra And Nagar Haveli And Daman And Diu,2021,4,Samsung,61231,0.15347538493544502
Dadra And Nagar Haveli And Daman And Diu,2021,4,Oppo,50155,0.12571341202066302
Dadra And Nagar Haveli And Daman And Diu,2021,4,Realme,39211,0.09828229685459501
Dadra And Nagar Haveli And Daman And Diu,2021,4,Apple,7542,0.018904008642405
Dadra And Nagar Haveli And Daman And Diu,2021,4,Tecno,6955,0.017432694259868
Dadra And Nagar Haveli And Daman And Diu,2021,4,Infinix,6018,0.015084105543621001
Dadra And Nagar Haveli And Daman And Diu,2021,4,OnePlus,5332,0.013364647849549001
Dadra And Nagar Haveli And Daman And Diu,2021,4,Motorola,4828,0.012101372809007001
Dadra And Nagar Haveli And Daman And Diu,2021,4,Others,27524,0.068988853602965
Dadra And Nagar Haveli And Daman And Diu,2022,1,Vivo,111699,0.263087358974962
Dadra And Nagar Haveli And Daman And Diu,2022,1,Xiaomi,89446,0.21067432932143101
Dadra And Nagar Haveli And Daman And Diu,2022,1,Samsung,63414,0.149360529476882
Dadra And Nagar Haveli And Daman And Diu,2022,1,Oppo,53652,0.12636785453517602
Dadra And Nagar Haveli And Daman And Diu,2022,1,Realme,44772,0.105452575547024
Dadra And Nagar Haveli And Daman And Diu,2022,1,Apple,8300,0.019549190946133003
Dadra And Nagar Haveli And Daman And Diu,2022,1,Tecno,8287,0.019518571731398003
Dadra And Nagar Haveli And Daman And Diu,2022,1,Infinix,6909,0.016272934969498002
Dadra And Nagar Haveli And Daman And Diu,2022,1,OnePlus,5945,0.014002402430694002
Dadra And Nagar Haveli And Daman And Diu,2022,1,Motorola,4850,0.011423322420331
Dadra And Nagar Haveli And Daman And Diu,2022,1,Others,27296,0.064290929646465
Delhi,2018,1,Xiaomi,529823,0.25386555580152004
Delhi,2018,1,Samsung,407203,0.19511198252821402
Delhi,2018,1,Vivo,223992,0.10732613264258802
Delhi,2018,1,Oppo,186309,0.08927026164554001
Delhi,2018,1,Apple,138507,0.06636585527129
Delhi,2018,1,Realme,88082,0.042204634162936
Delhi,2018,1,OnePlus,86368,0.041383368263487
Delhi,2018,1,Motorola,83639,0.040075763456254
Delhi,2018,1,Lenovo,52568,0.025188043058482
Delhi,2018,1,Huawei,37398,0.017919312781561
Delhi,2018,1,Others,253133,0.12128909038812201
Delhi,2018,2,Xiaomi,708839,0.25718531816768403
Delhi,2018,2,Samsung,532749,0.19329526319589602
Delhi,2018,2,Vivo,313719,0.113825453777582
Delhi,2018,2,Oppo,254431,0.09231421759626901
Delhi,2018,2,Apple,176650,0.064093237610122
Delhi,2018,2,Realme,113976,0.041353472119169
Delhi,2018,2,Motorola,107679,0.039068755916333006
Delhi,2018,2,OnePlus,106333,0.038580391932052004
Delhi,2018,2,Lenovo,66497,0.02412684982372
Delhi,2018,2,Huawei,50115,0.018183032000177003
Delhi,2018,2,Others,325153,0.117974007860991
Delhi,2018,3,Xiaomi,908753,0.25927990753545505
Delhi,2018,3,Samsung,673829,0.19225281326687002
Delhi,2018,3,Vivo,424455,0.12110293242824101
Delhi,2018,3,Oppo,332529,0.09487516230797301
Delhi,2018,3,Apple,218858,0.062443240356174004
Delhi,2018,3,Realme,140759,0.040160506215421006
Delhi,2018,3,Motorola,133126,0.037982704839010006
Delhi,2018,3,OnePlus,126799,0.036177523480624
Delhi,2018,3,Lenovo,80056,0.022841093539893
Delhi,2018,3,Huawei,63709,0.018177066407677002
Delhi,2018,3,Others,402038,0.11470704962265801
Delhi,2018,4,Xiaomi,1206379,0.26053940629931505
Delhi,2018,4,Samsung,892643,0.192782431770811
Delhi,2018,4,Vivo,605041,0.130669568126388
Delhi,2018,4,Oppo,464753,0.10037183231457501
Delhi,2018,4,Apple,279775,0.06042248115840101
Delhi,2018,4,Realme,181855,0.039274882713112004
Delhi,2018,4,Motorola,165627,0.035770152039397006
Delhi,2018,4,OnePlus,155837,0.033655824131111005
Delhi,2018,4,Lenovo,98258,0.021220595670314
Delhi,2018,4,Huawei,84942,0.018344764166050003
Delhi,2018,4,Others,495203,0.106948061610521
Delhi,2019,1,Xiaomi,1428603,0.259780810628624
Delhi,2019,1,Samsung,1061515,0.193028593104203
Delhi,2019,1,Vivo,755967,0.13746696602799302
Delhi,2019,1,Oppo,576484,0.104829319856133
Delhi,2019,1,Apple,324092,0.058933715299668
Delhi,2019,1,Realme,213758,0.038870299529227006
Delhi,2019,1,Motorola,186450,0.033904543208789
Delhi,2019,1,OnePlus,175334,0.031883181437221
Delhi,2019,1,Lenovo,109111,0.019841022333356002
Delhi,2019,1,Huawei,102139,0.018573216083682002
Delhi,2019,1,Others,565810,0.10288833249109901
Delhi,2019,2,Xiaomi,1597465,0.25909958205794603
Delhi,2019,2,Samsung,1188974,0.19284470487789301
Delhi,2019,2,Vivo,879650,0.14267414144114102
Delhi,2019,2,Oppo,664693,0.10780935951450701
Delhi,2019,2,Apple,360575,0.058483179162325004
Delhi,2019,2,Realme,240746,0.039047608543612
Delhi,2019,2,Motorola,200193,0.032470146532741
Delhi,2019,2,OnePlus,191881,0.031121988215617003
Delhi,2019,2,Lenovo,115488,0.018731485530329002
Delhi,2019,2,Huawei,114662,0.018597513108536003
Delhi,2019,2,Others,611121,0.09912029101534801
Delhi,2019,3,Xiaomi,1749719,0.25798366509463
Delhi,2019,3,Samsung,1305636,0.19250677426460602
Delhi,2019,3,Vivo,1001823,0.147711700745147
Delhi,2019,3,Oppo,749989,0.11058056236496001
Delhi,2019,3,Apple,392389,0.057854976920760005
Delhi,2019,3,Realme,269723,0.039768744638607
Delhi,2019,3,Motorola,210710,0.031067696054103002
Delhi,2019,3,OnePlus,206752,0.030484117007156003
Delhi,2019,3,Huawei,125962,0.018572204121147
Delhi,2019,3,Lenovo,119861,0.017672654913107003
Delhi,2019,3,Others,649722,0.09579690387577201
Delhi,2019,4,Xiaomi,1872284,0.256833202947152
Delhi,2019,4,Samsung,1394404,0.191279338776767
Delhi,2019,4,Vivo,1114120,0.15283098507891002
Delhi,2019,4,Oppo,825921,0.11329688007338301
Delhi,2019,4,Apple,414754,0.056894465933129
Delhi,2019,4,Realme,300540,0.041226999116446006
Delhi,2019,4,Motorola,217242,0.029800478279281003
Delhi,2019,4,OnePlus,216727,0.029729832426665003
Delhi,2019,4,Huawei,134371,0.018432531770400003
Delhi,2019,4,Lenovo,121793,0.016707126849635
Delhi,2019,4,Others,677727,0.092968158748226
Delhi,2020,1,Xiaomi,1998766,0.25539428665033603
Delhi,2020,1,Samsung,1484289,0.18965648321911602
Delhi,2020,1,Vivo,1238728,0.158279685522866
Delhi,2020,1,Oppo,909331,0.11619066067465401
Delhi,2020,1,Apple,436979,0.055835420447504
Delhi,2020,1,Realme,333567,0.042621850689421
Delhi,2020,1,OnePlus,225852,0.028858460884641002
Delhi,2020,1,Motorola,223909,0.028610192153353003
Delhi,2020,1,Huawei,142660,0.018228521464512003
Delhi,2020,1,Lenovo,124278,0.015879743379830003
Delhi,2020,1,Others,707838,0.090444694913762
Delhi,2020,2,Xiaomi,2125586,0.253313167616458
Delhi,2020,2,Samsung,1585854,0.188991506397403
Delhi,2020,2,Vivo,1364186,0.16257459207862002
Delhi,2020,2,Oppo,1002444,0.11946459235152701
Delhi,2020,2,Apple,458450,0.054635014388392
Delhi,2020,2,Realme,366179,0.043638771804399006
Delhi,2020,2,OnePlus,233802,0.027862963538084002
Delhi,2020,2,Motorola,231246,0.027558356499636002
Delhi,2020,2,Huawei,150807,0.017972172788461003
Delhi,2020,2,Lenovo,127388,0.015181252509343001
Delhi,2020,2,Others,745197,0.08880761002767301
Delhi,2020,3,Xiaomi,2264717,0.25040617307893404
Delhi,2020,3,Samsung,1707446,0.188789600907722
Delhi,2020,3,Vivo,1516602,0.167688281981306
Delhi,2020,3,Oppo,1106202,0.122311003746721
Delhi,2020,3,Apple,485868,0.053721655509944004
Delhi,2020,3,Realme,406930,0.044993605828459
Delhi,2020,3,OnePlus,244532,0.02703751608494
Delhi,2020,3,Motorola,238737,0.026396772109868002
Delhi,2020,3,Huawei,159503,0.017635994177024
Delhi,2020,3,Lenovo,131036,0.014488443057375
Delhi,2020,3,Others,782601,0.086530953517701
Delhi,2020,4,Xiaomi,2416705,0.24791884831792602
Delhi,2020,4,Samsung,1842707,0.189034986573612
Delhi,2020,4,Vivo,1673743,0.171701733120174
Delhi,2020,4,Oppo,1209582,0.12408555300961101
Delhi,2020,4,Apple,518592,0.053200010504753
Delhi,2020,4,Realme,452392,0.046408851567834
Delhi,2020,4,OnePlus,256533,0.026316561564420003
Delhi,2020,4,Motorola,246834,0.025321584970324003
Delhi,2020,4,Huawei,168898,0.017326482811597002
Delhi,2020,4,Lenovo,134947,0.013843603097589
Delhi,2020,4,Others,827035,0.08484178446215601
Delhi,2021,1,Xiaomi,2575350,0.24603977564221902
Delhi,2021,1,Samsung,1963994,0.18763299866917701
Delhi,2021,1,Vivo,1839180,0.17570871321011
Delhi,2021,1,Oppo,1318743,0.125988013997999
Delhi,2021,1,Apple,555462,0.05306686308959101
Delhi,2021,1,Realme,511070,0.04882580936085101
Delhi,2021,1,OnePlus,269742,0.025770190910471003
Delhi,2021,1,Motorola,253270,0.024196514639526
Delhi,2021,1,Huawei,175712,0.016786899278795002
Delhi,2021,1,Lenovo,137068,0.013094989018086001
Delhi,2021,1,Others,867619,0.08288923218317
Delhi,2021,2,Xiaomi,2731995,0.244305511576409
Delhi,2021,2,Samsung,2070161,0.18512176711543402
Delhi,2021,2,Vivo,2011494,0.17987553809684
Delhi,2021,2,Oppo,1432860,0.12813185797096002
Delhi,2021,2,Realme,596308,0.053324157253986
Delhi,2021,2,Apple,591905,0.052930424041637
Delhi,2021,2,OnePlus,291216,0.026041655954434
Delhi,2021,2,Motorola,252565,0.022585334721072003
Delhi,2021,2,Huawei,176234,0.015759522812873
Delhi,2021,2,Lenovo,134680,0.012043604142434002
Delhi,2021,2,Others,893281,0.079880626313915
Delhi,2021,3,Xiaomi,2897206,0.24183566344111201
Delhi,2021,3,Vivo,2220413,0.18534237847369803
Delhi,2021,3,Samsung,2149622,0.179433310064114
Delhi,2021,3,Oppo,1566918,0.130793824839456
Delhi,2021,3,Realme,707377,0.059046193504356005
Delhi,2021,3,Apple,631640,0.052724272439013
Delhi,2021,3,OnePlus,331920,0.027706035887463003
Delhi,2021,3,Motorola,250528,0.020912080497753
Delhi,2021,3,Huawei,172290,0.014381395887717
Delhi,2021,3,Tecno,148235,0.012373476228543002
Delhi,2021,3,Others,903912,0.07545136873677001
Delhi,2021,4,Xiaomi,3028207,0.23685388498682802
Delhi,2021,4,Vivo,2413197,0.18875033466621002
Delhi,2021,4,Samsung,2238115,0.175056141405556
Delhi,2021,4,Oppo,1697646,0.132782881233796
Delhi,2021,4,Realme,840595,0.065747880330011
Delhi,2021,4,Apple,705541,0.05518451244168301
Delhi,2021,4,OnePlus,369158,0.028874019006616004
Delhi,2021,4,Motorola,250976,0.019630309499467
Delhi,2021,4,Tecno,176336,0.013792275978173
Delhi,2021,4,Huawei,166930,0.013056577380889
Delhi,2021,4,Others,898426,0.070271183070766
Delhi,2022,1,Xiaomi,3155264,0.23304661273486102
Delhi,2022,1,Vivo,2586749,0.191056308583145
Delhi,2022,1,Samsung,2320460,0.171388303161553
Delhi,2022,1,Oppo,1817979,0.13427524542260502
Delhi,2022,1,Realme,964540,0.071240561755619
Delhi,2022,1,Apple,761100,0.056214559844280004
Delhi,2022,1,OnePlus,404741,0.029894018086892002
Delhi,2022,1,Motorola,252427,0.018644163313378002
Delhi,2022,1,Tecno,206904,0.015281851648956
Delhi,2022,1,Huawei,164421,0.012144073241566002
Delhi,2022,1,Others,904612,0.066814302207139
Goa,2018,1,Xiaomi,23388,0.254394361294813
Goa,2018,1,Samsung,19288,0.209798120431604
Goa,2018,1,Vivo,8719,0.09483771319178501
Goa,2018,1,Oppo,6969,0.07580273233553701
Goa,2018,1,Apple,5957,0.06479507483466701
Goa,2018,1,OnePlus,5457,0.059356508875739004
Goa,2018,1,Motorola,4236,0.046075530804037
Goa,2018,1,Realme,4094,0.044530978071702004
Goa,2018,1,Lenovo,2542,0.027649669335189003
Goa,2018,1,Huawei,1595,0.01734902540898
Goa,2018,1,Others,9691,0.10541028541594101
Goa,2018,2,Xiaomi,31481,0.25767348208293
Goa,2018,2,Samsung,25483,0.20857956684728302
Goa,2018,2,Vivo,12317,0.10081523073649001
Goa,2018,2,Oppo,9547,0.07814264900879
Goa,2018,2,Apple,7433,0.06083945847725301
Goa,2018,2,OnePlus,6696,0.054807078429125
Goa,2018,2,Motorola,5508,0.045083241933635006
Goa,2018,2,Realme,5427,0.044420253081670004
Goa,2018,2,Lenovo,3352,0.027436279404783003
Goa,2018,2,Huawei,2237,0.018309951380817
Goa,2018,2,Others,12693,0.103892808617218
Goa,2018,3,Xiaomi,39803,0.258793773813084
Goa,2018,3,Samsung,32023,0.20820925605648802
Goa,2018,3,Vivo,16778,0.10908830834449401
Goa,2018,3,Oppo,12470,0.081078269463335
Goa,2018,3,Apple,8815,0.057313949103392006
Goa,2018,3,OnePlus,7931,0.051566299527964
Goa,2018,3,Realme,6878,0.044719834592528006
Goa,2018,3,Motorola,6674,0.043393453921275006
Goa,2018,3,Lenovo,3860,0.025097202897231
Goa,2018,3,Huawei,3053,0.01985019700654
Goa,2018,3,Others,15517,0.10088945527366301
Goa,2018,4,Xiaomi,50867,0.26038904530330104
Goa,2018,4,Samsung,40683,0.208256974660865
Goa,2018,4,Vivo,22715,0.116278474532889
Goa,2018,4,Oppo,16672,0.08534425390325001
Goa,2018,4,Apple,10884,0.055715382646531
Goa,2018,4,OnePlus,9442,0.04833375991809501
Goa,2018,4,Realme,8708,0.044576401330944
Goa,2018,4,Motorola,8176,0.041853084207832
Goa,2018,4,Lenovo,4769,0.024412592782185
Goa,2018,4,Huawei,3965,0.020296902994625002
Goa,2018,4,Others,18469,0.09454312771947701
Goa,2019,1,Xiaomi,62065,0.260610870368504
Goa,2019,1,Samsung,49562,0.208110786388524
Goa,2019,1,Vivo,29218,0.122686351573784
Goa,2019,1,Oppo,20988,0.08812859014410901
Goa,2019,1,Apple,12909,0.05420487755719
Goa,2019,1,OnePlus,10892,0.045735496657596006
Goa,2019,1,Realme,10545,0.044278444018945005
Goa,2019,1,Motorola,9355,0.039281635258154
Goa,2019,1,Lenovo,5440,0.022842554335046002
Goa,2019,1,Huawei,5049,0.021200745742215
Goa,2019,1,Others,22129,0.09291964795592701
Goa,2019,2,Xiaomi,72286,0.25914533591453304
Goa,2019,2,Samsung,58572,0.20998064099806402
Goa,2019,2,Vivo,35425,0.126998637699863
Goa,2019,2,Oppo,25325,0.09079013407901301
Goa,2019,2,Apple,14770,0.052950455295045
Goa,2019,2,Realme,12215,0.043790779379077
Goa,2019,2,OnePlus,12033,0.04313830931383
Goa,2019,2,Motorola,10716,0.038416863841686
Goa,2019,2,Lenovo,6125,0.021958127195812003
Goa,2019,2,Huawei,5990,0.021474152147415
Goa,2019,2,Others,25483,0.091356564135656
Goa,2019,3,Xiaomi,81621,0.25732201744043004
Goa,2019,3,Samsung,66756,0.21045795317692
Goa,2019,3,Vivo,41691,0.13143691242583402
Goa,2019,3,Oppo,29561,0.09319533156364801
Goa,2019,3,Apple,16481,0.051958738185463
Goa,2019,3,Realme,14157,0.044631991777902
Goa,2019,3,OnePlus,13220,0.0416779636437
Goa,2019,3,Motorola,11738,0.037005744118741
Goa,2019,3,Huawei,6882,0.021696501194852003
Goa,2019,3,Lenovo,6410,0.020208452871113003
Goa,2019,3,Others,28677,0.09040839360139201
Goa,2019,4,Xiaomi,90791,0.25680109518987604
Goa,2019,4,Samsung,74339,0.210266839392893
Goa,2019,4,Vivo,48072,0.135970991045012
Goa,2019,4,Oppo,34061,0.096341070186057
Goa,2019,4,Apple,17817,0.050395139529226
Goa,2019,4,Realme,16393,0.046367375108189
Goa,2019,4,OnePlus,14159,0.040048536824062
Goa,2019,4,Motorola,12521,0.035415476345369006
Goa,2019,4,Huawei,7674,0.021705803488089002
Goa,2019,4,Lenovo,6696,0.018939543934876003
Goa,2019,4,Others,31023,0.08774812895634501
Goa,2020,1,Xiaomi,100364,0.25609594284256104
Goa,2020,1,Samsung,82358,0.21015054860933902
Goa,2020,1,Vivo,54965,0.140252615463128
Goa,2020,1,Oppo,38778,0.09894871140597
Goa,2020,1,Apple,19244,0.049104363357999004
Goa,2020,1,Realme,18803,0.04797907629497301
Goa,2020,1,OnePlus,14926,0.038086246491451
Goa,2020,1,Motorola,13118,0.033472824700178004
Goa,2020,1,Huawei,8459,0.021584587905077002
Goa,2020,1,Lenovo,7167,0.018287828527685002
Goa,2020,1,Others,33718,0.08603725440163301
Goa,2020,2,Xiaomi,109624,0.254561245033543
Goa,2020,2,Samsung,90927,0.21114436918161103
Goa,2020,2,Vivo,61868,0.143665576039327
Goa,2020,2,Oppo,43887,0.10191134569790401
Goa,2020,2,Realme,21236,0.049312765448554
Goa,2020,2,Apple,20388,0.047343598698678005
Goa,2020,2,OnePlus,15482,0.035951225968850004
Goa,2020,2,Motorola,13908,0.032296192402453
Goa,2020,2,Huawei,9221,0.021412366274304002
Goa,2020,2,Lenovo,7481,0.017371859028095002
Goa,2020,2,Others,36617,0.085029456226677
Goa,2020,3,Xiaomi,119983,0.25261599875358404
Goa,2020,3,Samsung,101577,0.21386342486346202
Goa,2020,3,Vivo,69991,0.147361262585217
Goa,2020,3,Oppo,49411,0.10403148041316901
Goa,2020,3,Realme,24328,0.05122093978044501
Goa,2020,3,Apple,21967,0.046250015790736
Goa,2020,3,OnePlus,16389,0.034505918368206004
Goa,2020,3,Motorola,14656,0.030857205418538
Goa,2020,3,Huawei,9964,0.020978520386894
Goa,2020,3,Lenovo,7790,0.016401312104968
Goa,2020,3,Others,38906,0.081913921534775
Goa,2020,4,Xiaomi,132099,0.25038477285133703
Goa,2020,4,Samsung,114296,0.21664038333232202
Goa,2020,4,Vivo,78921,0.149589449263055
Goa,2020,4,Oppo,55468,0.10513586462061
Goa,2020,4,Realme,28000,0.05307211742585
Goa,2020,4,Apple,24214,0.045896008976769
Goa,2020,4,OnePlus,17571,0.033304649117486006
Goa,2020,4,Motorola,15500,0.029379207860738003
Goa,2020,4,Huawei,10821,0.020510477952326002
Goa,2020,4,Lenovo,8172,0.015489476557287002
Goa,2020,4,Others,42522,0.080597592042215
Goa,2021,1,Xiaomi,142193,0.24944608664380202
Goa,2021,1,Samsung,123133,0.216009543273658
Goa,2021,1,Vivo,87010,0.15263975019077702
Goa,2021,1,Oppo,60381,0.10592507477611
Goa,2021,1,Realme,31824,0.055828150903014004
Goa,2021,1,Apple,26139,0.045855079074091004
Goa,2021,1,OnePlus,18577,0.032589226977290005
Goa,2021,1,Motorola,15944,0.027970212355381004
Goa,2021,1,Huawei,11414,0.020023331900672
Goa,2021,1,Lenovo,8178,0.014346487496381
Goa,2021,1,Others,45242,0.079367056408817
Goa,2021,2,Xiaomi,152107,0.249721723312526
Goa,2021,2,Samsung,129938,0.213325759391632
Goa,2021,2,Vivo,94216,0.154679152725469
Goa,2021,2,Oppo,64685,0.106196622591141
Goa,2021,2,Realme,37973,0.062342186745820004
Goa,2021,2,Apple,28049,0.046049456088102
Goa,2021,2,OnePlus,19803,0.032511582548850004
Goa,2021,2,Motorola,15937,0.026164575623947
Goa,2021,2,Huawei,11315,0.018576405420403
Goa,2021,2,Lenovo,7861,0.012905799647352001
Goa,2021,2,Others,47222,0.07752673590475201
Goa,2021,3,Xiaomi,163235,0.24980182352959102
Goa,2021,3,Samsung,135615,0.207534378644075
Goa,2021,3,Vivo,103139,0.15783569869830902
Goa,2021,3,Oppo,69841,0.10687909551952801
Goa,2021,3,Realme,45087,0.06899754842698301
Goa,2021,3,Apple,29989,0.045892773521787
Goa,2021,3,OnePlus,22136,0.033875168717805
Goa,2021,3,Motorola,15824,0.024215787395670003
Goa,2021,3,Huawei,11214,0.017161011113185
Goa,2021,3,Tecno,7719,0.011812541892516001
Goa,2021,3,Others,49659,0.07599417254054501
Goa,2021,4,Xiaomi,172749,0.247783206010516
Goa,2021,4,Samsung,141066,0.202338570637627
Goa,2021,4,Vivo,110824,0.15896083926916701
Goa,2021,4,Oppo,75088,0.10770276744246
Goa,2021,4,Realme,53598,0.076878501616516
Goa,2021,4,Apple,33398,0.047904552352483004
Goa,2021,4,OnePlus,24355,0.034933689818095005
Goa,2021,4,Motorola,16068,0.023047198850221003
Goa,2021,4,Huawei,10899,0.015633023417262002
Goa,2021,4,Tecno,9081,0.013025367983499
Goa,2021,4,Others,50052,0.07179228260214701
Goa,2022,1,Xiaomi,181266,0.245409055708692
Goa,2022,1,Samsung,146487,0.198323107166259
Goa,2022,1,Vivo,118448,0.16036218502412503
Goa,2022,1,Oppo,80145,0.10850522861305001
Goa,2022,1,Realme,60870,0.08240954851427201
Goa,2022,1,Apple,36235,0.049057170862734006
Goa,2022,1,OnePlus,26283,0.035583541376714004
Goa,2022,1,Motorola,16125,0.021831016425047003
Goa,2022,1,Huawei,10823,0.014652842838343002
Goa,2022,1,Tecno,10780,0.014594626794543
Goa,2022,1,Others,51166,0.069271676676215
Gujarat,2018,1,Xiaomi,655082,0.243520561714883
Gujarat,2018,1,Samsung,589816,0.219258541111534
Gujarat,2018,1,Vivo,424397,0.15776558633897902
Gujarat,2018,1,Oppo,297896,0.11074003140464402
Gujarat,2018,1,Apple,124833,0.046405491649219005
Gujarat,2018,1,Realme,107796,0.040072147411496006
Gujarat,2018,1,OnePlus,85786,0.03189013727636
Gujarat,2018,1,Lenovo,74654,0.027751921155310003
Gujarat,2018,1,Motorola,65692,0.024420382089836
Gujarat,2018,1,Huawei,32104,0.011934359535591
Gujarat,2018,1,Others,231992,0.086240840312143
Gujarat,2018,2,Xiaomi,877057,0.245961874180589
Gujarat,2018,2,Samsung,771605,0.216388914206389
Gujarat,2018,2,Vivo,588311,0.16498594294447902
Gujarat,2018,2,Oppo,406366,0.11396128525656701
Gujarat,2018,2,Apple,158941,0.044573415689216
Gujarat,2018,2,Realme,139735,0.039187284849929005
Gujarat,2018,2,OnePlus,104673,0.029354497206116003
Gujarat,2018,2,Lenovo,94848,0.026599174104169003
Gujarat,2018,2,Motorola,82342,0.023091991334403
Gujarat,2018,2,Huawei,42387,0.011887010719819001
Gujarat,2018,2,Others,299560,0.08400860950831801
Gujarat,2018,3,Xiaomi,1090580,0.246003830656212
Gujarat,2018,3,Samsung,952941,0.214956386866953
Gujarat,2018,3,Vivo,773925,0.174575468686945
Gujarat,2018,3,Oppo,521622,0.11766308767312302
Gujarat,2018,3,Apple,186759,0.042127518760222006
Gujarat,2018,3,Realme,171742,0.038740110660895
Gujarat,2018,3,OnePlus,121797,0.027473939153876
Gujarat,2018,3,Lenovo,107576,0.024266086015397002
Gujarat,2018,3,Motorola,95285,0.021493585985509003
Gujarat,2018,3,Huawei,53733,0.012120636571961002
Gujarat,2018,3,Others,357223,0.08057934896890101
Gujarat,2018,4,Xiaomi,1363826,0.24445531847773003
Gujarat,2018,4,Samsung,1194869,0.21417107602741603
Gujarat,2018,4,Vivo,1025717,0.18385188132725303
Gujarat,2018,4,Oppo,679260,0.12175212939860601
Gujarat,2018,4,Apple,230209,0.041263192233789006
Gujarat,2018,4,Realme,212094,0.03801621784393
Gujarat,2018,4,OnePlus,145412,0.026063982333878
Gujarat,2018,4,Lenovo,127399,0.022835290659324003
Gujarat,2018,4,Motorola,112287,0.020126580917147002
Gujarat,2018,4,Huawei,68005,0.012189373082107002
Gujarat,2018,4,Others,419962,0.07527495769881501
Gujarat,2019,1,Xiaomi,1611706,0.24226941425044501
Gujarat,2019,1,Samsung,1419211,0.213333832391136
Gujarat,2019,1,Vivo,1271697,0.191159732168303
Gujarat,2019,1,Oppo,837507,0.125892892575102
Gujarat,2019,1,Apple,266733,0.040094935224702005
Gujarat,2019,1,Realme,248960,0.037423322474316005
Gujarat,2019,1,OnePlus,164369,0.024707720484338003
